Job ID, Arrival Time, Wait Time, Run Time, Response Time,,,,CPU Utilization
1,4,0,4,0,,,,46.34146341
2,7,4,2,1,,,,
0,0,10,6,0,,,,
8,15,3,7,3,,,,
5,14,4,1,4,,,,
4,14,7,12,1,,,,
3,16,9,7,3,,,,
6,18,7,11,3,,,,
7,18,9,4,3,,,,
9,22,4,12,2,,,,
