Job ID, Arrival Time, Wait Time, Run Time, Response Time,,,,CPU Utilization
2,7,0,6,0,,,,43.47826087
3,9,0,7,0,,,,
1,3,10,7,0,,,,
0,0,10,10,0,,,,
8,14,0,8,0,,,,
4,13,10,6,0,,,,
7,16,10,5,0,,,,
5,13,10,12,0,,,,
6,18,10,15,0,,,,
9,19,10,15,0,,,,
