Job ID, Arrival Time, Wait Time, Run Time, Response Time,,,,CPU Utilization
0,0,10,2,0,,,,40.17094017
4,12,0,5,0,,,,
6,13,1,10,1,,,,
5,14,1,4,1,,,,
1,15,1,14,0,,,,
2,6,10,8,0,,,,
3,20,4,14,0,,,,
7,18,0,10,0,,,,
8,18,10,2,0,,,,
9,20,10,1,0,,,,
