Job ID, Arrival Time, Wait Time, Run Time, Response Time
50, 44, 59, 1, 4
47, 43, 59, 13, 3
62, 44, 58, 8, 3
56, 46, 58, 4, 4
59, 45, 58, 14, 3
55, 45, 59, 5, 4
52, 45, 59, 1, 4
70, 48, 58, 15, 5
76, 47, 59, 15, 5
75, 47, 58, 14, 4
95, 47, 58, 4, 4
66, 49, 59, 8, 6
93, 48, 59, 14, 5
58, 48, 59, 5, 5
100, 49, 59, 12, 6
101, 52, 59, 1, 8
109, 51, 59, 13, 7
69, 50, 60, 3, 7
77, 51, 59, 3, 7
87, 53, 60, 2, 9
71, 52, 60, 14, 8
79, 52, 60, 8, 8
78, 52, 60, 4, 8
128, 55, 60, 10, 10
85, 54, 60, 2, 9
130, 54, 60, 14, 9
122, 55, 60, 3, 10
98, 57, 60, 11, 11
132, 56, 61, 11, 11
106, 56, 61, 2, 11
143, 57, 60, 13, 11
123, 58, 61, 15, 12
127, 58, 61, 15, 12
142, 57, 61, 7, 11
103, 58, 61, 3, 12
105, 60, 62, 14, 14
117, 59, 62, 2, 13
88, 59, 62, 11, 13
146, 59, 62, 1, 13
119, 61, 63, 15, 15
86, 60, 63, 11, 14
118, 60, 63, 12, 14
94, 61, 62, 14, 14
167, 63, 63, 11, 16
135, 62, 63, 3, 15
96, 62, 63, 10, 15
139, 63, 63, 7, 16
151, 65, 63, 12, 17
107, 64, 63, 8, 16
129, 64, 63, 9, 16
166, 65, 63, 1, 17
140, 67, 64, 3, 19
121, 65, 64, 13, 17
137, 65, 64, 11, 17
160, 66, 64, 7, 18
155, 68, 64, 3, 19
110, 67, 65, 9, 19
164, 67, 64, 11, 18
126, 68, 64, 11, 19
195, 71, 64, 7, 21
180, 69, 65, 11, 20
124, 69, 65, 8, 20
147, 70, 64, 8, 20
163, 72, 65, 4, 22
150, 72, 65, 10, 22
168, 71, 65, 2, 21
141, 72, 65, 5, 22
221, 75, 65, 12, 24
209, 73, 66, 8, 23
184, 74, 65, 2, 23
157, 76, 66, 4, 25
170, 75, 66, 8, 24
153, 75, 66, 6, 24
189, 75, 66, 9, 24
202, 77, 67, 6, 26
177, 76, 67, 15, 25
211, 76, 67, 15, 25
203, 77, 67, 1, 26
183, 79, 68, 7, 28
156, 78, 68, 11, 27
213, 78, 68, 3, 27
196, 79, 68, 2, 28
235, 81, 68, 10, 29
181, 80, 68, 9, 28
207, 79, 69, 6, 28
222, 81, 68, 9, 29
229, 83, 69, 3, 31
179, 82, 69, 13, 30
228, 82, 69, 2, 30
216, 83, 69, 1, 31
226, 85, 69, 2, 32
233, 84, 69, 10, 31
210, 84, 69, 4, 31
246, 85, 69, 5, 32
201, 87, 69, 10, 33
217, 86, 69, 6, 32
234, 85, 70, 10, 32
247, 86, 70, 11, 33
220, 88, 70, 14, 34
215, 88, 69, 14, 33
238, 87, 70, 10, 33
249, 88, 69, 15, 33
242, 89, 70, 6, 34
237, 89, 70, 5, 34
224, 88, 71, 11, 34
243, 89, 70, 2, 34
244, 91, 70, 15, 35
230, 90, 71, 3, 35
223, 89, 71, 8, 34
231, 90, 71, 6, 35
236, 91, 71, 9, 35
